0, flow_bombeiros-ufsm.0:0
60, flow_bombeiros-ufsm.0:0
120, flow_bombeiros-ufsm.0:0
180, flow_bombeiros-ufsm.0:0
240, flow_bombeiros-ufsm.0:0, flow_bombeiros-ufsm.1:0
300, flow_bombeiros-ufsm.0:0, flow_bombeiros-ufsm.1:0
360, flow_bombeiros-ufsm.0:0, flow_bombeiros-ufsm.1:0
420, flow_bombeiros-ufsm.0:0, flow_bombeiros-ufsm.1:0, flow_bombeiros-ufsm.2:0
480, flow_bombeiros-ufsm.0:1, flow_bombeiros-ufsm.1:0, flow_bombeiros-ufsm.2:0
540, flow_bombeiros-ufsm.0:1, flow_bombeiros-ufsm.1:0, flow_bombeiros-ufsm.2:0
600, flow_bombeiros-ufsm.0:2, flow_bombeiros-ufsm.1:1, flow_bombeiros-ufsm.2:0, flow_bombeiros-ufsm.3:0
660, flow_bombeiros-ufsm.0:2, flow_bombeiros-ufsm.1:1, flow_bombeiros-ufsm.2:1, flow_bombeiros-ufsm.3:0
720, flow_bombeiros-ufsm.0:2, flow_bombeiros-ufsm.1:1, flow_bombeiros-ufsm.2:1, flow_bombeiros-ufsm.3:0
780, flow_bombeiros-ufsm.0:4, flow_bombeiros-ufsm.1:3, flow_bombeiros-ufsm.2:1, flow_bombeiros-ufsm.3:0
840, flow_bombeiros-ufsm.0:4, flow_bombeiros-ufsm.1:3, flow_bombeiros-ufsm.2:5, flow_bombeiros-ufsm.3:2, flow_bombeiros-ufsm.4:0
900, flow_bombeiros-ufsm.0:6, flow_bombeiros-ufsm.1:3, flow_bombeiros-ufsm.2:5, flow_bombeiros-ufsm.3:2, flow_bombeiros-ufsm.4:1
960, flow_bombeiros-ufsm.0:13, flow_bombeiros-ufsm.1:3, flow_bombeiros-ufsm.2:5, flow_bombeiros-ufsm.3:2, flow_bombeiros-ufsm.4:1
1020, flow_bombeiros-ufsm.0:13, flow_bombeiros-ufsm.1:3, flow_bombeiros-ufsm.2:8, flow_bombeiros-ufsm.3:2, flow_bombeiros-ufsm.4:3, flow_bombeiros-ufsm.5:0
1080, flow_bombeiros-ufsm.0:17, flow_bombeiros-ufsm.1:3, flow_bombeiros-ufsm.2:8, flow_bombeiros-ufsm.3:4, flow_bombeiros-ufsm.4:3, flow_bombeiros-ufsm.5:0
1140, flow_bombeiros-ufsm.0:17, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:10, flow_bombeiros-ufsm.3:4, flow_bombeiros-ufsm.4:3, flow_bombeiros-ufsm.5:0
1200, flow_bombeiros-ufsm.0:17, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:10, flow_bombeiros-ufsm.3:4, flow_bombeiros-ufsm.4:3, flow_bombeiros-ufsm.5:0, flow_bombeiros-ufsm.6:0
1260, flow_bombeiros-ufsm.0:21, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:10, flow_bombeiros-ufsm.3:4, flow_bombeiros-ufsm.4:6, flow_bombeiros-ufsm.5:0, flow_bombeiros-ufsm.6:0
1320, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:13, flow_bombeiros-ufsm.3:7, flow_bombeiros-ufsm.4:6, flow_bombeiros-ufsm.5:1, flow_bombeiros-ufsm.6:0
1380, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:16, flow_bombeiros-ufsm.3:7, flow_bombeiros-ufsm.4:6, flow_bombeiros-ufsm.5:1, flow_bombeiros-ufsm.6:0
1440, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:16, flow_bombeiros-ufsm.3:7, flow_bombeiros-ufsm.4:6, flow_bombeiros-ufsm.5:6, flow_bombeiros-ufsm.6:1, flow_bombeiros-ufsm.7:0
1500, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:16, flow_bombeiros-ufsm.3:7, flow_bombeiros-ufsm.4:6, flow_bombeiros-ufsm.5:6, flow_bombeiros-ufsm.6:1, flow_bombeiros-ufsm.7:0
1560, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:13, flow_bombeiros-ufsm.4:6, flow_bombeiros-ufsm.5:6, flow_bombeiros-ufsm.6:1, flow_bombeiros-ufsm.7:1
1620, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:13, flow_bombeiros-ufsm.4:6, flow_bombeiros-ufsm.5:6, flow_bombeiros-ufsm.6:1, flow_bombeiros-ufsm.7:1, flow_bombeiros-ufsm.8:0
1680, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:13, flow_bombeiros-ufsm.4:6, flow_bombeiros-ufsm.5:6, flow_bombeiros-ufsm.6:5, flow_bombeiros-ufsm.7:1, flow_bombeiros-ufsm.8:0
1740, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:18, flow_bombeiros-ufsm.4:6, flow_bombeiros-ufsm.5:5, flow_bombeiros-ufsm.6:5, flow_bombeiros-ufsm.7:1, flow_bombeiros-ufsm.8:0
1800, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:18, flow_bombeiros-ufsm.4:11, flow_bombeiros-ufsm.5:5, flow_bombeiros-ufsm.6:5, flow_bombeiros-ufsm.7:1, flow_bombeiros-ufsm.8:0, flow_bombeiros-ufsm.9:0
1860, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:14, flow_bombeiros-ufsm.5:5, flow_bombeiros-ufsm.6:6, flow_bombeiros-ufsm.7:4, flow_bombeiros-ufsm.8:2, flow_bombeiros-ufsm.9:0
1920, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:29, flow_bombeiros-ufsm.5:6, flow_bombeiros-ufsm.6:6, flow_bombeiros-ufsm.7:6, flow_bombeiros-ufsm.8:2, flow_bombeiros-ufsm.9:1
1980, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:29, flow_bombeiros-ufsm.5:7, flow_bombeiros-ufsm.6:7, flow_bombeiros-ufsm.7:6, flow_bombeiros-ufsm.8:5, flow_bombeiros-ufsm.9:1
2040, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:29, flow_bombeiros-ufsm.5:9, flow_bombeiros-ufsm.6:7, flow_bombeiros-ufsm.7:6, flow_bombeiros-ufsm.8:5, flow_bombeiros-ufsm.9:2, flow_bombeiros-ufsm.10:1
2100, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:29, flow_bombeiros-ufsm.5:9, flow_bombeiros-ufsm.6:9, flow_bombeiros-ufsm.7:6, flow_bombeiros-ufsm.8:5, flow_bombeiros-ufsm.9:2, flow_bombeiros-ufsm.10:1
2160, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:35, flow_bombeiros-ufsm.5:9, flow_bombeiros-ufsm.6:13, flow_bombeiros-ufsm.7:6, flow_bombeiros-ufsm.8:5, flow_bombeiros-ufsm.9:2, flow_bombeiros-ufsm.10:1
2220, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:9, flow_bombeiros-ufsm.6:13, flow_bombeiros-ufsm.7:6, flow_bombeiros-ufsm.8:5, flow_bombeiros-ufsm.9:11, flow_bombeiros-ufsm.10:1, flow_bombeiros-ufsm.11:0
2280, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:11, flow_bombeiros-ufsm.6:13, flow_bombeiros-ufsm.7:6, flow_bombeiros-ufsm.8:5, flow_bombeiros-ufsm.9:11, flow_bombeiros-ufsm.10:1, flow_bombeiros-ufsm.11:0
2340, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:11, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:9, flow_bombeiros-ufsm.8:5, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:4, flow_bombeiros-ufsm.11:0
2400, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:9, flow_bombeiros-ufsm.8:5, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:4, flow_bombeiros-ufsm.11:0, flow_bombeiros-ufsm.12:0
2460, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:12, flow_bombeiros-ufsm.8:5, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:23, flow_bombeiros-ufsm.11:0, flow_bombeiros-ufsm.12:0
2520, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:12, flow_bombeiros-ufsm.8:5, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:23, flow_bombeiros-ufsm.11:0, flow_bombeiros-ufsm.12:0
2580, flow_bombeiros-ufsm.0:22, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:28, flow_bombeiros-ufsm.8:5, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:23, flow_bombeiros-ufsm.11:0, flow_bombeiros-ufsm.12:1
2640, flow_bombeiros-ufsm.0:25, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:28, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:21, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:3, flow_bombeiros-ufsm.13:0
2700, flow_bombeiros-ufsm.0:25, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:28, flow_bombeiros-ufsm.8:11, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:21, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:3, flow_bombeiros-ufsm.13:0
2760, flow_bombeiros-ufsm.0:26, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:28, flow_bombeiros-ufsm.8:11, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:21, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:3, flow_bombeiros-ufsm.13:2
2820, flow_bombeiros-ufsm.0:26, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:34, flow_bombeiros-ufsm.8:12, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:21, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:8, flow_bombeiros-ufsm.13:2, flow_bombeiros-ufsm.14:0
2880, flow_bombeiros-ufsm.0:26, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:36, flow_bombeiros-ufsm.8:30, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:21, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:8, flow_bombeiros-ufsm.13:2, flow_bombeiros-ufsm.14:0
2940, flow_bombeiros-ufsm.0:26, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:36, flow_bombeiros-ufsm.8:30, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:21, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:8, flow_bombeiros-ufsm.13:2, flow_bombeiros-ufsm.14:0
3000, flow_bombeiros-ufsm.0:26, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:36, flow_bombeiros-ufsm.8:30, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:25, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:9, flow_bombeiros-ufsm.13:2, flow_bombeiros-ufsm.14:0, flow_bombeiros-ufsm.15:0
3060, flow_bombeiros-ufsm.0:26, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:36, flow_bombeiros-ufsm.8:42, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:25, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:9, flow_bombeiros-ufsm.13:21, flow_bombeiros-ufsm.14:0, flow_bombeiros-ufsm.15:0
3120, flow_bombeiros-ufsm.0:26, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:19, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:36, flow_bombeiros-ufsm.8:42, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:27, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:9, flow_bombeiros-ufsm.13:21, flow_bombeiros-ufsm.14:3, flow_bombeiros-ufsm.15:0
3180, flow_bombeiros-ufsm.0:26, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:18, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:36, flow_bombeiros-ufsm.8:42, flow_bombeiros-ufsm.9:12, flow_bombeiros-ufsm.10:35, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:9, flow_bombeiros-ufsm.13:21, flow_bombeiros-ufsm.14:3, flow_bombeiros-ufsm.15:0
3240, flow_bombeiros-ufsm.0:26, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:18, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:36, flow_bombeiros-ufsm.8:42, flow_bombeiros-ufsm.9:13, flow_bombeiros-ufsm.10:35, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:9, flow_bombeiros-ufsm.13:21, flow_bombeiros-ufsm.14:3, flow_bombeiros-ufsm.15:1, flow_bombeiros-ufsm.16:0
3300, flow_bombeiros-ufsm.0:26, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:15, flow_bombeiros-ufsm.3:18, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:36, flow_bombeiros-ufsm.8:42, flow_bombeiros-ufsm.9:13, flow_bombeiros-ufsm.10:35, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:11, flow_bombeiros-ufsm.13:21, flow_bombeiros-ufsm.14:14, flow_bombeiros-ufsm.15:1, flow_bombeiros-ufsm.16:0
3360, flow_bombeiros-ufsm.0:23, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:11, flow_bombeiros-ufsm.3:16, flow_bombeiros-ufsm.4:36, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:36, flow_bombeiros-ufsm.8:42, flow_bombeiros-ufsm.9:13, flow_bombeiros-ufsm.10:35, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:11, flow_bombeiros-ufsm.13:21, flow_bombeiros-ufsm.14:14, flow_bombeiros-ufsm.15:1, flow_bombeiros-ufsm.16:0
3420, flow_bombeiros-ufsm.0:23, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:11, flow_bombeiros-ufsm.3:16, flow_bombeiros-ufsm.4:34, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:36, flow_bombeiros-ufsm.8:42, flow_bombeiros-ufsm.9:11, flow_bombeiros-ufsm.10:39, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:13, flow_bombeiros-ufsm.14:14, flow_bombeiros-ufsm.15:4, flow_bombeiros-ufsm.16:0, flow_bombeiros-ufsm.17:0
3480, flow_bombeiros-ufsm.0:23, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:11, flow_bombeiros-ufsm.3:16, flow_bombeiros-ufsm.4:34, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:36, flow_bombeiros-ufsm.8:42, flow_bombeiros-ufsm.9:11, flow_bombeiros-ufsm.10:39, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:13, flow_bombeiros-ufsm.13:21, flow_bombeiros-ufsm.14:14, flow_bombeiros-ufsm.15:4, flow_bombeiros-ufsm.16:5, flow_bombeiros-ufsm.17:0
3540, flow_bombeiros-ufsm.0:23, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:11, flow_bombeiros-ufsm.3:16, flow_bombeiros-ufsm.4:34, flow_bombeiros-ufsm.5:13, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:36, flow_bombeiros-ufsm.8:42, flow_bombeiros-ufsm.9:11, flow_bombeiros-ufsm.10:39, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:33, flow_bombeiros-ufsm.13:21, flow_bombeiros-ufsm.14:14, flow_bombeiros-ufsm.15:4, flow_bombeiros-ufsm.16:5, flow_bombeiros-ufsm.17:0
3600, flow_bombeiros-ufsm.0:23, flow_bombeiros-ufsm.1:10, flow_bombeiros-ufsm.2:11, flow_bombeiros-ufsm.3:16, flow_bombeiros-ufsm.4:34, flow_bombeiros-ufsm.5:12, flow_bombeiros-ufsm.6:12, flow_bombeiros-ufsm.7:36, flow_bombeiros-ufsm.8:42, flow_bombeiros-ufsm.9:11, flow_bombeiros-ufsm.10:39, flow_bombeiros-ufsm.11:6, flow_bombeiros-ufsm.12:33, flow_bombeiros-ufsm.13:21, flow_bombeiros-ufsm.14:14, flow_bombeiros-ufsm.15:4, flow_bombeiros-ufsm.16:16, flow_bombeiros-ufsm.17:0
step,bus_0,bus_1,bus_2,bus_3,bus_4,bus_5,bus_6,bus_7,bus_8,bus_9,bus_10,bus_11,bus_12,bus_13,bus_14,bus_15,bus_16,bus_17,bus_18
